TCONS_00000001	gene-SNX18_gGal-2
TCONS_00030710	gene-GSE1_tGut
TCONS_00030712	gene-GSE1_tGut
TCONS_00030713	gene-GSE1_tGut
TCONS_00030714	gene-COX4I1_gGal
TCONS_00030715	gene-IRF8_tGut
TCONS_00030716	gene-IRF8_tGut
TCONS_00030717	gene-FOXF1_tGut
TCONS_00030718	gene-FOXC2_tGut
TCONS_00030719	gene-FOXL1_tGut
TCONS_00030720	gene-SHISA4_gGal-1
TCONS_00030721	gene-ZDHHC7_tGut
TCONS_00030722	gene-ZDHHC7_tGut
TCONS_00030723	gene-COTL1_tGut
TCONS_00030724	gene-COTL1_tGut
TCONS_00030725	gene-MEAK7_tGut
TCONS_00030726	gene-KCNG4_tGut
TCONS_00030727	gene-HSBP1_tGut
TCONS_00030728	gene-MLYCD_tGut
TCONS_00030729	gene-MPHOSPH6_tGut
TCONS_00030731	gene-SDR42E1_tGut
TCONS_00030730	gene-SDR42E1_tGut
TCONS_00030732	gene-SDR42E1_tGut
TCONS_00030733	gene-PKD1L2_tGut
TCONS_00030734	gene-GCSH_tGut
TCONS_00030735	gene-MAF_tGut
TCONS_00030737	gene-CSNK2A2_tGut
TCONS_00030736	gene-CSNK2A2_tGut
TCONS_00030738	gene-CFAP20_tGut
TCONS_00030739	gene-CFAP20_tGut
TCONS_00030740	gene-ZNF319_tGut
TCONS_00030742	gene-CNGB1_gGal
TCONS_00030741	gene-CNGB1_gGal
TCONS_00030743	gene-KIFC3_tGut
TCONS_00030744	gene-KIFC3_tGut
TCONS_00030745	gene-KIFC3_tGut
TCONS_00030746	gene-KIFC3_tGut
TCONS_00030747	gene-KIFC3_tGut
TCONS_00030748	gene-UMOD_gGal
TCONS_00030749	gene-UMOD_gGal
TCONS_00030750	gene-CCDC102A_tGut
TCONS_00030751	gene-DOK4_tGut
TCONS_00030752	gene-CIAPIN1_tGut
TCONS_00030754	gene-GFOD2_tGut
TCONS_00030753	gene-GFOD2_tGut
TCONS_00030755	gene-ENKD1_tGut
TCONS_00030756	gene-ENKD1_tGut
TCONS_00030757	gene-HERPUD1_tGut
TCONS_00030758	gene-CETP_gGal
TCONS_00030759	gene-NLRC5_tGut
TCONS_00030760	gene-CPNE2_tGut
TCONS_00030761	gene-CPNE2_tGut
TCONS_00030762	gene-LOC100219389_tGut
TCONS_00030763	gene-LOC100219389_tGut
TCONS_00030764	gene-LOC100219389_tGut
TCONS_00030766	gene-CENPT_gGal
TCONS_00030765	gene-CENPT_gGal
TCONS_00030767	gene-RANBP10_tGut
TCONS_00030768	gene-RANBP10_tGut
TCONS_00030769	gene-NUTF2_tGut
TCONS_00030771	gene-EDC4_tGut
TCONS_00030770	gene-EDC4_tGut
TCONS_00030772	gene-PSKH1_tGut
TCONS_00030773	gene-E2F4_tGut
TCONS_00030774	gene-ELMO3_tGut
TCONS_00030775	gene-ELMO3_tGut
TCONS_00030777	gene-TMEM208_tGut
TCONS_00030776	gene-TMEM208_tGut
TCONS_00030778	gene-LOC415662_gGal-like-1
TCONS_00030779	gene-LOC415662_gGal-like-1
TCONS_00030780	gene-LOC100223250_tGut-like-1
TCONS_00030781	gene-LOC100223250_tGut-like-1
TCONS_00030782	gene-LOC100232832_tGut-like-2
TCONS_00030783	gene-LOC100232832_tGut-like-2
TCONS_00030785	gene-RIPOR1_tGut
TCONS_00030784	gene-RIPOR1_tGut
TCONS_00030787	gene-RIPOR1_tGut
TCONS_00030786	gene-RIPOR1_tGut
TCONS_00030788	gene-RIPOR1_tGut
TCONS_00030790	gene-RIPOR1_tGut
TCONS_00030789	gene-RIPOR1_tGut
TCONS_00030792	gene-RIPOR1_tGut
TCONS_00030791	gene-RIPOR1_tGut
TCONS_00030793	gene-CTCF_tGut
TCONS_00030794	gene-CTCF_tGut
TCONS_00030796	gene-CARMIL2_tGut
TCONS_00030795	gene-CARMIL2_tGut
TCONS_00030797	gene-LOC100220861_tGut-like-3
TCONS_00030798	gene-AARS1_tGut
TCONS_00030799	gene-EXOSC6_tGut
TCONS_00030800	gene-LOC100224754_tGut
TCONS_00030802	gene-ZDHHC1_tGut
TCONS_00030801	gene-ZDHHC1_tGut
TCONS_00030803	gene-TPPP3_tGut
TCONS_00030805	gene-FHOD1_tGut
TCONS_00030804	gene-FHOD1_tGut
TCONS_00030806	gene-HSD11B2_tGut
TCONS_00030807	gene-HSD11B2_tGut
TCONS_00030808	gene-LOC100232364_tGut
TCONS_00030809	gene-LOC100232364_tGut
TCONS_00030811	gene-SETD6_tGut
TCONS_00030810	gene-SETD6_tGut
TCONS_00030812	gene-CMTR2_tGut
TCONS_00030813	gene-VAC14_tGut
TCONS_00030816	gene-MTSS2_tGut
TCONS_00030815	gene-MTSS2_tGut
TCONS_00030814	gene-MTSS2_tGut
TCONS_00030817	gene-LOC105758694_tGut
TCONS_00030818	gene-COG4_tGut
TCONS_00030819	gene-ST3GAL2_tGut
TCONS_00030820	gene-ZNRF1_gGal
TCONS_00030821	gene-LOC105758698_tGut-like-2
TCONS_00030822	gene-TMEM170A_tGut
TCONS_00030823	gene-BBS2_tGut
TCONS_00030824	gene-NUDT21_tGut
TCONS_00030826	gene-AMFR_tGut
TCONS_00030825	gene-AMFR_tGut
TCONS_00030827	gene-CBFB_tGut
TCONS_00030828	gene-CBFB_tGut
TCONS_00030829	gene-CBFB_tGut
TCONS_00030830	gene-CBFB_tGut
TCONS_00030831	gene-PHAF1_tGut
TCONS_00030832	gene-HSF4_tGut
TCONS_00030833	gene-HSDL1_tGut
TCONS_00030834	gene-HSDL1_tGut
TCONS_00030835	gene-MBTPS1_tGut
TCONS_00030836	gene-SLC38A8_tGut
TCONS_00030837	gene-SLC38A8_tGut
TCONS_00030839	gene-RIPK3_gGal
TCONS_00030838	gene-RIPK3_gGal
TCONS_00030840	gene-SLC7A6_tGut
TCONS_00030841	gene-PRMT7_tGut
TCONS_00030842	gene-LOC101233626_tGut
TCONS_00030843	gene-ESRP2_tGut
TCONS_00030845	gene-ESRP2_tGut
TCONS_00030844	gene-ESRP2_tGut
TCONS_00030847	gene-ESRP2_tGut
TCONS_00030846	gene-ESRP2_tGut
TCONS_00030848	gene-DDX28_gGal
TCONS_00030849	gene-DPEP2_gGal
TCONS_00030850	gene-DPEP2_gGal
TCONS_00030852	gene-SLC12A4_tGut
TCONS_00030851	gene-SLC12A4_tGut
TCONS_00030853	gene-SLC12A4_tGut
TCONS_00030854	gene-AKTIP_gGal
TCONS_00030855	gene-AKTIP_gGal
TCONS_00030856	gene-AKTIP_gGal
TCONS_00030857	gene-TOX3_tGut
TCONS_00030858	gene-TOX3_tGut
TCONS_00030859	gene-TOX3_tGut
TCONS_00030860	gene-SALL1_tGut
TCONS_00030861	gene-SALL1_tGut
TCONS_00030862	gene-SNX20_tGut
TCONS_00030864	gene-BRD7_tGut
TCONS_00030863	gene-BRD7_tGut
TCONS_00030866	gene-ZNF423_tGut
TCONS_00030865	gene-ZNF423_tGut
TCONS_00030867	gene-ZNF423_tGut
TCONS_00030868	gene-ZNF423_tGut
TCONS_00030869	gene-CBLN1_tGut
TCONS_00030870	gene-N4BP1_tGut
TCONS_00030871	gene-SIAH1_tGut
TCONS_00030872	gene-SIAH1_tGut
TCONS_00030873	gene-ITFG1_tGut
TCONS_00030874	gene-ITFG1_tGut
TCONS_00030876	gene-NETO2_tGut
TCONS_00030875	gene-NETO2_tGut
TCONS_00030877	gene-NETO2_tGut
TCONS_00030878	gene-DNAJA2_tGut
TCONS_00030879	gene-C11H16orf87_tGut
TCONS_00030881	gene-MYLK3_tGut
TCONS_00030880	gene-MYLK3_tGut
TCONS_00030884	gene-MYLK3_tGut
TCONS_00030883	gene-MYLK3_tGut
TCONS_00030882	gene-MYLK3_tGut
TCONS_00030885	gene-MYLK3_tGut
TCONS_00030886	gene-VPS35_tGut
TCONS_00030887	gene-SHCBP1_tGut
TCONS_00030888	gene-VSTM2B_tGut-2
TCONS_00030889	gene-VSTM2B_tGut-2
TCONS_00030890	gene-VSTM2B_tGut-2
TCONS_00030892	gene-POP4_tGut
TCONS_00030891	gene-POP4_tGut
TCONS_00030893	gene-PLEKHF1_gGal
TCONS_00030894	gene-CCNE1_tGut
TCONS_00030895	gene-URI1_tGut
TCONS_00030896	gene-ZNF536_tGut
TCONS_00030897	gene-ZNF536_tGut
TCONS_00030898	gene-LOC124417140_gGal
TCONS_00030900	gene-ZNF507_tGut
TCONS_00030899	gene-ZNF507_tGut
TCONS_00030902	gene-DPY19L3_tGut
TCONS_00030901	gene-DPY19L3_tGut
TCONS_00030903	gene-PDCD5_tGut
TCONS_00030904	gene-RGS9BP_gGal
TCONS_00030905	gene-NUDT19_tGut
TCONS_00030908	gene-TDRD12_tGut
TCONS_00030907	gene-TDRD12_tGut
TCONS_00030906	gene-TDRD12_tGut
TCONS_00030910	gene-ADAMTS18_tGut
TCONS_00030909	gene-ADAMTS18_tGut
TCONS_00030911	gene-ADAMTS18_tGut
TCONS_00030912	gene-ADAMTS18_tGut
TCONS_00030913	gene-CDH5_tGut
TCONS_00030914	gene-BEAN1_gGal
TCONS_00030915	gene-LOC115496802_tGut
TCONS_00030916	gene-CKLF_tGut
TCONS_00030917	gene-CMTM3_tGut
TCONS_00030918	gene-CA7_tGut
TCONS_00030919	gene-CA7_tGut
TCONS_00030920	gene-PDP2_tGut
TCONS_00030921	gene-CES2_tGut-like-1
TCONS_00030922	gene-CES2_tGut-like-1
TCONS_00030923	gene-CES1L1_gGal-like-1
TCONS_00030925	gene-LOC121470571_tGut-like-2
TCONS_00030924	gene-LOC121470571_tGut-like-2
TCONS_00030926	gene-LOC121470571_tGut-like-2
TCONS_00030927	gene-PDCD2L_tGut
TCONS_00030928	gene-PDCD2L_tGut
TCONS_00030929	gene-UBA2_tGut
TCONS_00030930	gene-UBA2_tGut
TCONS_00030931	gene-WTIP_gGal
TCONS_00030932	gene-GARRE1_tGut
TCONS_00030933	gene-LOC101233672_tGut
TCONS_00030934	gene-LOC101233672_tGut
TCONS_00030935	gene-PEPD_tGut
TCONS_00030936	gene-PEPD_tGut
TCONS_00030937	gene-CEBPA_tGut
TCONS_00030938	gene-SLC7A10_tGut
TCONS_00030939	gene-RHPN2_tGut
TCONS_00030940	gene-CEP89_tGut
TCONS_00030942	gene-CEP89_tGut
TCONS_00030941	gene-CEP89_tGut
TCONS_00030943	gene-CEP89_tGut
TCONS_00030944	gene-CEP89_tGut
TCONS_00030946	gene-SLC7A9_tGut
TCONS_00030945	gene-SLC7A9_tGut
TCONS_00030947	gene-SLC7A9_tGut
TCONS_00030948	gene-NUDT7_tGut
TCONS_00030949	gene-CHST6_gGal
TCONS_00030950	gene-TMEM231_tGut
TCONS_00030951	gene-ADAT1_tGut
TCONS_00030953	gene-ADAT1_tGut
TCONS_00030952	gene-ADAT1_tGut
TCONS_00030954	gene-KARS1_tGut
TCONS_00030955	gene-KARS1_tGut
TCONS_00030956	gene-KARS1_tGut
TCONS_00030957	gene-CHST4_tGut-like
TCONS_00030958	gene-CHST4_tGut-like
TCONS_00030959	gene-CHST4_tGut-like
TCONS_00030960	gene-TAT_tGut-like
TCONS_00030961	gene-TAT_tGut-like
TCONS_00030962	gene-PHLPP2_tGut
TCONS_00030963	gene-AP1G1_tGut
TCONS_00030964	gene-ZNF821_tGut
TCONS_00030965	gene-ZNF821_tGut
TCONS_00030966	gene-PMFBP1_gGal
TCONS_00030967	gene-PMFBP1_gGal
TCONS_00030970	gene-WWP2_tGut
TCONS_00030971	gene-WWP2_tGut
TCONS_00030969	gene-WWP2_tGut
TCONS_00030968	gene-WWP2_tGut
TCONS_00030972	gene-NFAT5_tGut
TCONS_00030973	gene-NFAT5_tGut
TCONS_00030974	gene-NFAT5_tGut
TCONS_00030975	gene-CYB5B_gGal
TCONS_00030976	gene-NIP7_tGut
TCONS_00030977	gene-VPS4A_tGut
TCONS_00030978	gene-SMARCD2_gGal-2
TCONS_00030979	gene-SNTB2_tGut
TCONS_00030980	gene-HAS3_tGut
TCONS_00030981	gene-TANGO6_tGut
TCONS_00030983	gene-CDH1_gGal
TCONS_00030982	gene-CDH1_gGal
TCONS_00030984	gene-CDH3_gGal
TCONS_00030985	gene-GAS8_tGut
TCONS_00030988	gene-GAS8_tGut
TCONS_00030987	gene-GAS8_tGut
TCONS_00030986	gene-GAS8_tGut
TCONS_00030989	gene-DEF8_tGut
TCONS_00030990	gene-MC1R_tGut
TCONS_00030991	gene-TCF25_tGut
TCONS_00030993	gene-SPIRE2_tGut
TCONS_00030992	gene-SPIRE2_tGut
TCONS_00030994	gene-ZNF276_tGut-2
TCONS_00030997	gene-CDK10_tGut
TCONS_00030996	gene-CDK10_tGut
TCONS_00030995	gene-CDK10_tGut
TCONS_00030998	gene-DPEP1_tGut
TCONS_00030999	gene-CPNE7_tGut-3
TCONS_00031000	gene-RPL13_tGut
TCONS_00031001	gene-SPG7_tGut
TCONS_00031002	gene-SPG7_tGut
TCONS_00031003	gene-ACSF3_tGut
TCONS_00031004	gene-TRAPPC2L_tGut
TCONS_00031005	gene-CDT1_tGut
TCONS_00031008	gene-CTU2_tGut-2
TCONS_00031009	gene-CTU2_tGut-2
TCONS_00031007	gene-CTU2_tGut-2
TCONS_00031006	gene-CTU2_tGut-2
TCONS_00031010	gene-IL17C_tGut
TCONS_00031013	gene-ZC3H18_tGut
TCONS_00031012	gene-ZC3H18_tGut
TCONS_00031011	gene-ZC3H18_tGut
TCONS_00031014	gene-ZC3H18_tGut
TCONS_00031015	gene-ZFPM1_tGut-2
TCONS_00031017	gene-ZFPM1_tGut-2
TCONS_00031016	gene-ZFPM1_tGut-2
TCONS_00031018	gene-ZNF469_tGut
TCONS_00031019	gene-JPH3_tGut
TCONS_00031020	gene-MAP1LC3B_tGut
TCONS_00031021	gene-GINS2_tGut-2
TCONS_00031022	gene-GINS2_tGut-2
TCONS_00031023	gene-EMC8_tGut
TCONS_00031025	gene-MTHFSD_tGut
TCONS_00031024	gene-MTHFSD_tGut
TCONS_00031026	gene-LOC101233820_tGut
TCONS_00031027	gene-HNF4beta_gGal
TCONS_00031028	gene-HNF4beta_gGal
TCONS_00031029	gene-CRISPLD2_tGut
TCONS_00031030	gene-CRISPLD2_tGut
TCONS_00031031	gene-USP10_tGut
TCONS_00031032	gene-KLHL36_tGut-like-1
TCONS_00031033	gene-KLHL36_tGut-like-1
TCONS_00031034	gene-ATP2C2_tGut
TCONS_00031035	gene-ATP2C2_tGut
TCONS_00031036	gene-WFDC1_tGut
TCONS_00031037	gene-WFDC1_tGut
TCONS_00031038	gene-WFDC1_tGut
TCONS_00031039	gene-CDH13_tGut
TCONS_00031040	gene-CDH13_tGut
TCONS_00031041	gene-CDH13_tGut
TCONS_00031042	gene-CDH13_tGut
TCONS_00031043	gene-PNAT10_gGal
TCONS_00031044	gene-NAT_gGal
TCONS_00031045	gene-PNAT3_gGal
TCONS_00031046	gene-HSD17B2_tGut
TCONS_00031047	gene-PLCG2_tGut
TCONS_00031048	gene-PLCG2_tGut
TCONS_00031049	gene-CMIP_gGal
TCONS_00031051	gene-CMIP_gGal
TCONS_00031050	gene-CMIP_gGal
TCONS_00031053	gene-CMIP_gGal
TCONS_00031052	gene-CMIP_gGal
TCONS_00031054	gene-CMIP_gGal
TCONS_00031056	gene-CMIP_gGal
TCONS_00031055	gene-CMIP_gGal
TCONS_00031057	gene-GAN_tGut
TCONS_00031058	gene-GAN_tGut
TCONS_00031059	gene-BCO1_tGut
TCONS_00031060	gene-PPP1R3E_tGut
TCONS_00031061	gene-ATMIN_tGut
TCONS_00031062	gene-CENPN_tGut
TCONS_00031063	gene-CENPN_tGut
TCONS_00031064	gene-CENPN_tGut
TCONS_00031065	gene-CDYL2_tGut
TCONS_00031066	gene-DYNLRB2_gGal
TCONS_00031067	gene-WWOX_tGut
TCONS_00031068	gene-WWOX_tGut
TCONS_00031069	gene-WWOX_tGut
TCONS_00031070	gene-NDRG4_tGut
TCONS_00031072	gene-NDRG4_tGut
TCONS_00031071	gene-NDRG4_tGut
TCONS_00031073	gene-NDRG4_tGut
TCONS_00031074	gene-NDRG4_tGut
TCONS_00031075	gene-NDRG4_tGut
TCONS_00031076	gene-GINS3_tGut-4
TCONS_00031077	gene-MMP15_tGut-2
TCONS_00031080	gene-USB1_tGut
TCONS_00031079	gene-USB1_tGut
TCONS_00031078	gene-USB1_tGut
TCONS_00031082	gene-KATNB1_tGut
TCONS_00031081	gene-KATNB1_tGut
TCONS_00031083	gene-DRC7_tGut
TCONS_00031084	gene-ADGRG3_tGut
TCONS_00031085	gene-ADGRG1_tGut
TCONS_00031086	gene-POLR2C_tGut
TCONS_00031087	gene-COQ9_tGut
TCONS_00031088	gene-COQ9_tGut
TCONS_00031089	gene-LOC101234219_tGut
TCONS_00031090	gene-PARD6A_tGut
TCONS_00031091	gene-PARD6A_tGut
TCONS_00031092	gene-PSME3IP1_tGut
TCONS_00031093	gene-PLLP_tGut
TCONS_00031094	gene-THAP11_tGut
TCONS_00031095	gene-CCL17_tGut
TCONS_00031096	gene-CX3CL1_tGut
TCONS_00031097	gene-CTRL_tGut
TCONS_00031098	gene-EXOC3L1_tGut
TCONS_00031100	gene-KIAA0895L_gGal
TCONS_00031099	gene-KIAA0895L_gGal
TCONS_00031101	gene-KIAA0895L_gGal
TCONS_00031102	gene-LCAT_tGut
TCONS_00031103	gene-LOC100220861_tGut-like-2
TCONS_00031104	gene-LOC100220861_tGut-like-2
TCONS_00031105	gene-LOC100220861_tGut-like-1
TCONS_00031106	gene-LOC100220861_tGut-like-1
TCONS_00031107	gene-LOC100220861_tGut-like-1
TCONS_00031108	gene-LOC107052159_gGal
TCONS_00031109	gene-ACD_gGal
TCONS_00031111	gene-ACD_gGal
TCONS_00031110	gene-ACD_gGal
TCONS_00031112	gene-LOC100218016_tGut
TCONS_00031113	gene-LOC100218016_tGut
TCONS_00031114	gene-LOC100857843_gGal
TCONS_00031115	gene-LOC100857843_gGal
TCONS_00031117	gene-CLEC18B_gGal
TCONS_00031116	gene-CLEC18B_gGal
TCONS_00031118	gene-CLEC18B_gGal
TCONS_00031120	gene-PLEKHG4_tGut
TCONS_00031119	gene-PLEKHG4_tGut
TCONS_00031121	gene-PLEKHG4_tGut
TCONS_00031122	gene-PLEKHG4_tGut
TCONS_00031124	gene-PLEKHG4_tGut
TCONS_00031123	gene-PLEKHG4_tGut
TCONS_00031125	gene-PLEKHG4_tGut
TCONS_00031126	gene-PLEKHG4_tGut
TCONS_00031127	gene-SLC9A5_tGut
TCONS_00031129	gene-ATP6V0D1_tGut
TCONS_00031128	gene-ATP6V0D1_tGut
TCONS_00031132	gene-CNOT1_tGut
TCONS_00031134	gene-CNOT1_tGut
TCONS_00031136	gene-CNOT1_tGut
TCONS_00031137	gene-CNOT1_tGut
TCONS_00031135	gene-CNOT1_tGut
TCONS_00031133	gene-CNOT1_tGut
TCONS_00031131	gene-CNOT1_tGut
TCONS_00031130	gene-CNOT1_tGut
TCONS_00031138	gene-SLC38A7_tGut
TCONS_00031139	gene-GOT2_tGut
TCONS_00031140	gene-GOT2_tGut
TCONS_00031142	gene-CALB2_tGut
TCONS_00031141	gene-CALB2_tGut
TCONS_00031143	gene-IL34_tGut
TCONS_00031144	gene-SF3B3_tGut
TCONS_00031147	gene-FCSK_tGut
TCONS_00031146	gene-FCSK_tGut
TCONS_00031145	gene-FCSK_tGut
TCONS_00031148	gene-FCSK_tGut
TCONS_00031149	gene-PDPR_tGut
TCONS_00031150	gene-GLG1_tGut
TCONS_00031151	gene-GLG1_tGut
TCONS_00031152	gene-RFWD3_tGut
TCONS_00031153	gene-MLKL_tGut
TCONS_00031155	gene-FA2H_tGut
TCONS_00031154	gene-FA2H_tGut
TCONS_00031157	gene-WDR59_tGut
TCONS_00031156	gene-WDR59_tGut
TCONS_00031159	gene-WDR59_tGut
TCONS_00031158	gene-WDR59_tGut
TCONS_00031161	gene-LDHD_gGal
TCONS_00031160	gene-LDHD_gGal
TCONS_00031162	gene-LOC105758698_tGut-like-1
TCONS_00031163	gene-BCAR1_tGut
TCONS_00031164	gene-BCAR1_tGut
TCONS_00031165	gene-CFDP1_tGut
TCONS_00031166	gene-SLC12A3_tGut
TCONS_00031168	gene-SLC12A3_tGut
TCONS_00031167	gene-SLC12A3_tGut
TCONS_00031170	gene-SLC12A3_tGut
TCONS_00031169	gene-SLC12A3_tGut
TCONS_00031171	gene-NUP93_gGal
TCONS_00031172	gene-NUP93_gGal
TCONS_00031173	gene-MT4_gGal
TCONS_00031174	gene-MT3_gGal
TCONS_00031175	gene-OGFOD1_tGut
TCONS_00031176	gene-GNAO1_tGut
TCONS_00031177	gene-GNAO1_tGut
TCONS_00031178	gene-B3GNT9_tGut
TCONS_00031179	gene-TRADD_tGut
TCONS_00031180	gene-DNAAF1_tGut
TCONS_00031181	gene-NECAB2_tGut
TCONS_00031182	gene-NECAB2_tGut
TCONS_00031183	gene-OSGIN1_tGut
TCONS_00031184	gene-SLC7A6OS_tGut
TCONS_00031185	gene-SMPD3_tGut
TCONS_00031186	gene-PLA2G15_tGut
TCONS_00031187	gene-NFATC3_tGut
TCONS_00031189	gene-NFATC3_tGut
TCONS_00031188	gene-NFATC3_tGut
TCONS_00031192	gene-DUS2_tGut
TCONS_00031194	gene-DUS2_tGut
TCONS_00031193	gene-DUS2_tGut
TCONS_00031191	gene-DUS2_tGut
TCONS_00031190	gene-DUS2_tGut
TCONS_00031195	gene-GALR1L_gGal
TCONS_00031196	gene-GALR1L_gGal
TCONS_00031197	gene-SLC6A2_tGut
TCONS_00031198	gene-SLC6A2_tGut
TCONS_00031199	gene-LPCAT2_tGut
TCONS_00031200	gene-CAPNS2_tGut
TCONS_00031201	gene-MMP2_tGut
TCONS_00031202	gene-IRX6_tGut
TCONS_00031203	gene-IRX5_tGut
TCONS_00031204	gene-IRX5_tGut
TCONS_00031205	gene-FTO_tGut
TCONS_00031206	gene-FTO_tGut
TCONS_00031207	gene-RBL2_tGut
TCONS_00031208	gene-RBL2_tGut
TCONS_00031210	gene-CHD9_tGut
TCONS_00031209	gene-CHD9_tGut
TCONS_00031215	gene-CHD9_tGut
TCONS_00031216	gene-CHD9_tGut
TCONS_00031214	gene-CHD9_tGut
TCONS_00031213	gene-CHD9_tGut
TCONS_00031212	gene-CHD9_tGut
TCONS_00031211	gene-CHD9_tGut
TCONS_00031217	gene-LOC121111685_gGal
TCONS_00031219	gene-CYLD_tGut
TCONS_00031218	gene-CYLD_tGut
TCONS_00031221	gene-NKD1_tGut
TCONS_00031220	gene-NKD1_tGut
TCONS_00031222	gene-NKD1_tGut
TCONS_00031223	gene-ADCY7_tGut
TCONS_00031225	gene-ADCY7_tGut
TCONS_00031224	gene-ADCY7_tGut
TCONS_00031226	gene-TENT4B_tGut
TCONS_00031227	gene-HEATR3_tGut
TCONS_00031228	gene-HEATR3_tGut
TCONS_00031229	gene-HEATR3_tGut
TCONS_00031230	gene-CNEP1R1_tGut
TCONS_00031231	gene-LONP2_tGut
TCONS_00031234	gene-PHKB_tGut
TCONS_00031233	gene-PHKB_tGut
TCONS_00031232	gene-PHKB_tGut
TCONS_00031236	gene-PHKB_tGut
TCONS_00031235	gene-PHKB_tGut
TCONS_00031237	gene-CDCA9_gGal
TCONS_00031238	gene-GPT2_tGut
TCONS_00031239	gene-ORC6_tGut
TCONS_00031240	gene-ORC6_tGut
TCONS_00031241	gene-LOC100226706_tGut
TCONS_00031242	gene-UQCRFS1_gGal
TCONS_00031243	reg_13339_gGal
TCONS_00031245	gene-LOC415758_gGal
TCONS_00031244	gene-LOC415758_gGal
TCONS_00031246	gene-LOC415758_gGal
TCONS_00031247	gene-LOC415758_gGal
TCONS_00031249	gene-LOC415758_gGal
TCONS_00031248	gene-LOC415758_gGal
TCONS_00031250	gene-LOC415758_gGal
TCONS_00031251	gene-LOC415758_gGal
TCONS_00031252	gene-TSHZ3_tGut
TCONS_00031253	gene-TSHZ3_tGut
TCONS_00031256	gene-CADNL_gGal
TCONS_00031255	gene-CADNL_gGal
TCONS_00031254	gene-CADNL_gGal
TCONS_00031258	gene-ANKRD27_tGut
TCONS_00031257	gene-ANKRD27_tGut
TCONS_00031259	gene-CLEC3A_gGal
TCONS_00031261	gene-VAT1L_tGut
TCONS_00031260	gene-VAT1L_tGut
TCONS_00031262	gene-LOC115496882_tGut
TCONS_00031263	gene-CDH8_tGut
TCONS_00031264	gene-CDH8_tGut
TCONS_00031265	gene-CDH11_tGut
TCONS_00031266	gene-TK2_tGut
TCONS_00031267	gene-CMTM4_tGut
TCONS_00031268	gene-DYNC1LI2_tGut
TCONS_00031269	gene-DYNC1LI2_tGut
TCONS_00031270	gene-DYNC1LI2_tGut
TCONS_00031272	gene-DYNC1LI2_tGut
TCONS_00031271	gene-DYNC1LI2_tGut
TCONS_00031273	gene-DYNC1LI2_tGut
TCONS_00031274	gene-DYNC1LI2_tGut
TCONS_00031277	gene-TERB1_gGal
TCONS_00031278	gene-TERB1_gGal
TCONS_00031276	gene-TERB1_gGal
TCONS_00031275	gene-TERB1_gGal
TCONS_00031279	gene-NAE1_tGut
TCONS_00031280	gene-NAE1_tGut
TCONS_00031281	gene-RRAD_tGut
TCONS_00031282	gene-CIAO2B_tGut
TCONS_00031283	gene-GPI_tGut
TCONS_00031284	gene-SS18L2_tGut
TCONS_00031285	gene-SS18L2_tGut
TCONS_00031288	gene-LSM14A_tGut
TCONS_00031287	gene-LSM14A_tGut
TCONS_00031286	gene-LSM14A_tGut
TCONS_00031291	gene-LSM14A_tGut
TCONS_00031292	gene-LSM14A_tGut
TCONS_00031290	gene-LSM14A_tGut
TCONS_00031289	gene-LSM14A_tGut
TCONS_00031293	gene-KCTD15_tGut
TCONS_00031294	gene-KCTD15_tGut
TCONS_00031295	gene-KCTD15_tGut
TCONS_00031296	gene-KCTD15_tGut
TCONS_00031297	gene-CHST8_tGut
TCONS_00031298	gene-CHST8_tGut
TCONS_00031299	gene-CEBPG_tGut
TCONS_00031300	gene-LRP3_tGut
TCONS_00031301	gene-LRP3_tGut
TCONS_00031302	gene-GPATCH1_tGut
TCONS_00031303	gene-FAAP24_tGut
TCONS_00031304	gene-EFCC1_tGut-4
TCONS_00031305	gene-EFCC1_tGut-7
TCONS_00031306	gene-EFCC1_tGut-3
TCONS_00031307	gene-EFCC1_tGut-10
TCONS_00031308	gene-LOC121470253_tGut-like-1
TCONS_00031309	gene-LOC121468800_tGut-like-3
TCONS_00031310	gene-LOC121468800_tGut-like-3
TCONS_00031313	gene-LOC121470253_tGut-like-1
TCONS_00031314	gene-LOC121470253_tGut-like-1
TCONS_00031312	gene-LOC121470253_tGut-like-1
TCONS_00031311	gene-LOC121470253_tGut-like-1
TCONS_00031316	gene-LOC121470253_tGut-like-1
TCONS_00031315	gene-LOC121470253_tGut-like-1
TCONS_00031318	gene-LOC121470253_tGut-like-1
TCONS_00031317	gene-LOC121470253_tGut-like-1
TCONS_00031319	gene-LOC121470253_tGut-like-1
TCONS_00031320	gene-LOC121470253_tGut-like-1
TCONS_00031321	gene-LOC121468800_tGut-like-3
TCONS_00031322	gene-LOC121470253_tGut-like-1
TCONS_00031323	gene-LOC121470253_tGut-like-1
TCONS_00031324	gene-LOC121470253_tGut-like-1
TCONS_00031325	gene-FGD5_tGut
TCONS_00031326	gene-FGD5_tGut
TCONS_00031327	gene-NR2C2_tGut
TCONS_00031328	gene-NR2C2_tGut
TCONS_00031329	gene-NR2C2_tGut
TCONS_00031330	gene-MRPS25_tGut
TCONS_00031331	gene-TMCC1_tGut
TCONS_00031332	gene-PLXND1_tGut
TCONS_00031333	gene-MBD4_gGal
TCONS_00031334	gene-MBD4_gGal
TCONS_00031335	gene-RPL32_tGut
TCONS_00031336	gene-SEC13_tGut
